Dimensión_ID,Dimensión,Subdimensión_ID,Subdimensión,Multidisciplina_ID,Multidisciplina,Questão_ID,Questão,Elemento_ID,Elemento_Descrição,Tipo_Elemento,Nível,Puntuación,Tipo_Respuesta,Instrucciones
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,55.1,"Quais foram os efeitos no comprometimento das pessoas funcionárias obtidos a partir das ações ou iniciativas de inovação? A. Aumento da participação voluntária em atividades estratégicas ou de melhoria institucional. B. Aumento da confiança dos funcionários na gestão institucional. C. Maior disposição para colaborar em processos de mudança ou redesenho. D. Outros, qual(is)? Marque todas as opções correspondentes.",55.1,"Quais foram os efeitos no comprometimento das pessoas funcionárias obtidos a partir das ações ou iniciativas de inovação? A. Aumento da participação voluntária em atividades estratégicas ou de melhoria institucional. B. Aumento da confiança dos funcionários na gestão institucional. C. Maior disposição para colaborar em processos de mudança ou redesenho. D. Outros, qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,56.1,"Quais efeitos foram observados na colaboração entre as pessoas funcionárias a partir das ações ou iniciativas de inovação? A. Criação de equipes interáreas ou interfuncionais para enfrentar desafios. B. Maior presença de dinâmicas de colaboração entre níveis hierárquicos. C. Maior uso de ferramentas para trabalho colaborativo. D. Outros, qual(is)? Marque todas as opções correspondentes.",56.1,"Quais efeitos foram observados na colaboração entre as pessoas funcionárias a partir das ações ou iniciativas de inovação? A. Criação de equipes interáreas ou interfuncionais para enfrentar desafios. B. Maior presença de dinâmicas de colaboração entre níveis hierárquicos. C. Maior uso de ferramentas para trabalho colaborativo. D. Outros, qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,57,"Durante o período medido, a instituição melhorou a satisfação das pessoas funcionárias como resultado das ações ou iniciativas de inovação?",57,"Durante o período medido, a instituição melhorou a satisfação das pessoas funcionárias como resultado das ações ou iniciativas de inovação?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,45,RESULTANTES,45,RESULTANTES,Questão,4,,,
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,58,"Durante o período medido, a instituição observou efeitos na cultura organizacional como resultado das ações ou iniciativas de inovação implementadas?",58,"Durante o período medido, a instituição observou efeitos na cultura organizacional como resultado das ações ou iniciativas de inovação implementadas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,57.1,"Quais efeitos foram observados na satisfação das pessoas funcionárias a partir das ações ou iniciativas de inovação? A. Aumento da motivação com as tarefas institucionais. B. Melhoria no ambiente de trabalho e nas dinâmicas de trabalho em equipe. C. Maior disposição a participar de processos de mudança. D. Redução das resistências ao uso de novas ferramentas ou metodologias. E. Aumento da percepção de reconhecimento pelo trabalho realizado. D. Outros, qual(is)? Marque todas as opções correspondentes.",57.1,"Quais efeitos foram observados na satisfação das pessoas funcionárias a partir das ações ou iniciativas de inovação? A. Aumento da motivação com as tarefas institucionais. B. Melhoria no ambiente de trabalho e nas dinâmicas de trabalho em equipe. C. Maior disposição a participar de processos de mudança. D. Redução das resistências ao uso de novas ferramentas ou metodologias. E. Aumento da percepção de reconhecimento pelo trabalho realizado. D. Outros, qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,58.1,"Quais efeitos foram observados na abertura institucional à mudança após a implementação de ações ou iniciativas de inovação? A. Maior disposição das equipes para participar de redesenhos ou melhorias de processos, produtos ou serviços. B. Aumento no número de propostas inovadoras levantadas por equipes internas. C. Criação de espaços ou rotinas para explorar novas soluções ou enfoques. D. Outros, qual(is)? E. Nenhuma das anteriores. Marque todas as opções correspondentes.",58.1,"Quais efeitos foram observados na abertura institucional à mudança após a implementação de ações ou iniciativas de inovação? A. Maior disposição das equipes para participar de redesenhos ou melhorias de processos, produtos ou serviços. B. Aumento no número de propostas inovadoras levantadas por equipes internas. C. Criação de espaços ou rotinas para explorar novas soluções ou enfoques. D. Outros, qual(is)? E. Nenhuma das anteriores. Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,"Marque todas as opções correspondentes. Se selecionar ""Nenhuma das anteriores"" não deve marcar outras alternativas."
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,46,COLABORAÇÃO E ABERTURA,46,COLABORAÇÃO E ABERTURA,Questão,4,,,
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,58.2,"Quais efeitos foram observados na criatividade institucional após a implementação de ações de inovação? A. Aumentou a geração de novas ideias ou propostas para melhorar processos, serviços ou produtos. B. Aumentou o desenvolvimento de protótipos de solução. C. Aumentaram os mecanismos de abertura e criatividade, como concursos internos de inovação. D. Outros, qual(is)? E. Nenhuma das anteriores. Marque todas as opções correspondentes.",58.2,"Quais efeitos foram observados na criatividade institucional após a implementação de ações de inovação? A. Aumentou a geração de novas ideias ou propostas para melhorar processos, serviços ou produtos. B. Aumentou o desenvolvimento de protótipos de solução. C. Aumentaram os mecanismos de abertura e criatividade, como concursos internos de inovação. D. Outros, qual(is)? E. Nenhuma das anteriores. Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,"Marque todas as opções correspondentes. Se selecionar ""Nenhuma das anteriores"" não deve marcar outras alternativas."
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,59.1,"Quais efeitos foram observados nas lideranças novas ou existentes após a implementação de ações ou iniciativas de inovação? A. Maior envolvimento das pessoas em iniciativas de mudança. B. Maior dinamismo na implementação de melhorias. C. Maior replicabilidade de práticas ou ferramentas promovidas pelas lideranças. D. Outros, qual(is)? Marque todas as opções correspondentes.",59.1,"Quais efeitos foram observados nas lideranças novas ou existentes após a implementação de ações ou iniciativas de inovação? A. Maior envolvimento das pessoas em iniciativas de mudança. B. Maior dinamismo na implementação de melhorias. C. Maior replicabilidade de práticas ou ferramentas promovidas pelas lideranças. D. Outros, qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,58.3,"Quais efeitos foram observados em relação ao uso de novas metodologias pelas pessoas funcionárias após a implementação de ações ou iniciativas de inovação? A. Aumento de pessoas funcionárias treinadas em novas metodologias. B. Maior presença de ciclos para investigação de problemas complexos. C. Maior diversidade de perfis envolvidos nas ações ou iniciativas de inovação. D. Outros, qual(is)? E. Nenhuma das anteriores. Marque todas as opções correspondentes.",58.3,"Quais efeitos foram observados em relação ao uso de novas metodologias pelas pessoas funcionárias após a implementação de ações ou iniciativas de inovação? A. Aumento de pessoas funcionárias treinadas em novas metodologias. B. Maior presença de ciclos para investigação de problemas complexos. C. Maior diversidade de perfis envolvidos nas ações ou iniciativas de inovação. D. Outros, qual(is)? E. Nenhuma das anteriores. Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,"Marque todas as opções correspondentes. Se selecionar ""Nenhuma das anteriores"" não deve marcar outras alternativas."
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,59,"Durante o período medido, a instituição observou efeitos nas lideranças como resultado das ações ou iniciativas de inovação implementadas?",59,"Durante o período medido, a instituição observou efeitos nas lideranças como resultado das ações ou iniciativas de inovação implementadas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
