sistema,ano,dimensao_id_original,dimensao_padrao,subdimensao,questao,elemento,nivel,tipo_elemento,texto_completo,pontuacao_maxima_dimensao,pontuacao_maxima_capacidade_chave,nome_variavel,numero_questao,respuesta,pontuacao_maxima_questao,pontuacao_item
chile,2025,,resultados,Resposta e adaptação,Qual foi a melhoria no cumprimento das metas a partir das ações ou iniciativas de inovação? Se respondeu a pergunta anterior.,Qual foi a melhoria no cumprimento das metas a partir das ações ou iniciativas de inovação? Se respondeu a pergunta anterior.,4,Questão,Resposta e adaptação Qual foi a melhoria no cumprimento das metas a partir das ações ou iniciativas de inovação? Se respondeu a pergunta anterior. Qual foi a melhoria no cumprimento das metas a partir das ações ou iniciativas de inovação? Se respondeu a pergunta anterior.,0,0.0,Melhor reposta,42.1,"Resposta única. A. As metas estabelecidas foram superadas, melhorando o desempenho anterior. B. As metas estabelecidas foram cumpridas, melhorando o desempenho anterior. C. Não foram cumpridas, mas houve melhoria em relação ao desempenho anterior.",baixa,
chile,2025,,resultados,Resposta e adaptação,"Durante o período analisado, a instituição incorporou novos atributos ou características em um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?","Durante o período analisado, a instituição incorporou novos atributos ou características em um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?",4,Questão,"Resposta e adaptação Durante o período analisado, a instituição incorporou novos atributos ou características em um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas? Durante o período analisado, a instituição incorporou novos atributos ou características em um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?",0,0.0,Melhor reposta,43,Resposta única. A. Sim; B. Não (Ir para a questão 44),Média,
chile,2025,,resultados,Resposta e adaptação,Quais dos seguintes atributos ou características foram incorporados?,Quais dos seguintes atributos ou características foram incorporados?,4,Questão,Resposta e adaptação Quais dos seguintes atributos ou características foram incorporados? Quais dos seguintes atributos ou características foram incorporados?,0,0.0,Melhor reposta,43.1,Marque todas as opções correspondentes. A. Personalização. B. Imediatismo. C. Antecipação. D. Informação. E. Continuidade. F. Orientação. G. Outro(s) qual(is)? Marque todas as opções correspondentes.,baixa,
chile,2025,,resultados,Resposta e adaptação,"Durante o período analisado, a instituição reduziu os custos operacionais em um ou mais de seus serviços ou produtos como resultado de ações ou iniciativas de inovação?","Durante o período analisado, a instituição reduziu os custos operacionais em um ou mais de seus serviços ou produtos como resultado de ações ou iniciativas de inovação?",4,Questão,"Resposta e adaptação Durante o período analisado, a instituição reduziu os custos operacionais em um ou mais de seus serviços ou produtos como resultado de ações ou iniciativas de inovação? Durante o período analisado, a instituição reduziu os custos operacionais em um ou mais de seus serviços ou produtos como resultado de ações ou iniciativas de inovação?",0,0.0,Melhor reposta,44,Resposta única. A. Sim; B. Não (Ir para a questão 45),Média,
chile,2025,,resultados,Resposta e adaptação,Qual foi a faixa de redução dos custos operacionais?,Qual foi a faixa de redução dos custos operacionais?,4,Questão,Resposta e adaptação Qual foi a faixa de redução dos custos operacionais? Qual foi a faixa de redução dos custos operacionais?,0,0.0,Melhor reposta,44.1,Resposta única. A. Mais de 50% B. Mais de 40% e até 50% C. Mais de 30% e até 40% D. Mais de 20% e até 30% E. Mais de 10% e até 20% F. Até 10%,baixa,
chile,2025,,resultados,Resposta e adaptação,"Durante o período medido, a instituição modificou ou ajustou objetivos estratégicos ou diretrizes institucionais em decorrência de ações ou iniciativas de inovação implementadas?","Durante o período medido, a instituição modificou ou ajustou objetivos estratégicos ou diretrizes institucionais em decorrência de ações ou iniciativas de inovação implementadas?",4,Questão,"Resposta e adaptação Durante o período medido, a instituição modificou ou ajustou objetivos estratégicos ou diretrizes institucionais em decorrência de ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição modificou ou ajustou objetivos estratégicos ou diretrizes institucionais em decorrência de ações ou iniciativas de inovação implementadas?",0,0.0,Gestâo adptativa,45,Resposta única. A. Sim; B. Não,Média,
chile,2025,,resultados,Resposta e adaptação,"Durante o período medido, a instituição redesenhou ou ajustou algum serviço, produto ou programa em decorrência de ações ou iniciativas de inovação implementadas?","Durante o período medido, a instituição redesenhou ou ajustou algum serviço, produto ou programa em decorrência de ações ou iniciativas de inovação implementadas?",4,Questão,"Resposta e adaptação Durante o período medido, a instituição redesenhou ou ajustou algum serviço, produto ou programa em decorrência de ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição redesenhou ou ajustou algum serviço, produto ou programa em decorrência de ações ou iniciativas de inovação implementadas?",0,0.0,Gestâo adptativa,46,Resposta única. A. Sim; B. Não (Ir para a questão 47),Média,
chile,2025,,resultados,Resposta e adaptação,Quais dos seguintes redesenhos ou ajustes foram realizados?,Quais dos seguintes redesenhos ou ajustes foram realizados?,4,Questão,Resposta e adaptação Quais dos seguintes redesenhos ou ajustes foram realizados? Quais dos seguintes redesenhos ou ajustes foram realizados?,0,0.0,Gestâo adptativa,46.1,Marque todas as opções correspondentes. A. Mudanças na população usuária alvo. B. Modificação de componentes ou linhas de intervenção. C. Ajustes orçamentários ou na alocação de recursos. D. Reatribuição de equipes ou funções. E. Eliminação ou incorporação de serviços associados. F. Outro(s) qual(is)? Marque todas as opções correspondentes.,Baixa,
chile,2025,,resultados,Resposta e adaptação,"Durante o período medido, a instituição incorporou novas tecnologias em seus serviços ou produtos em decorrência de ações ou iniciativas de inovação implementadas?","Durante o período medido, a instituição incorporou novas tecnologias em seus serviços ou produtos em decorrência de ações ou iniciativas de inovação implementadas?",4,Questão,"Resposta e adaptação Durante o período medido, a instituição incorporou novas tecnologias em seus serviços ou produtos em decorrência de ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição incorporou novas tecnologias em seus serviços ou produtos em decorrência de ações ou iniciativas de inovação implementadas?",0,0.0,Gestâo adptativa,47,Resposta única. A. Sim; B. Não (Ir para a questão 48),Média,
chile,2025,,resultados,Resposta e adaptação,Que tipo de novas tecnologias foram incorporadas?,Que tipo de novas tecnologias foram incorporadas?,4,Questão,Resposta e adaptação Que tipo de novas tecnologias foram incorporadas? Que tipo de novas tecnologias foram incorporadas?,0,0.0,Gestâo adptativa,47.1,"Marque todas as opções correspondentes. A. Plataformas de atendimento digital. B. Automação de processos (RPA). C. Inteligência de dados ou análise preditiva. D. Aplicativos móveis. E. Ferramentas de Inteligência Artificial (chatbots, sistemas integrados). F. Outro(s), qual(is)?",Baixa,
chile,2025,,resultados,Gestão da experiência do usuário,"Durante o período medido, a instituição observou melhorias na satisfação das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas?","Durante o período medido, a instituição observou melhorias na satisfação das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas?",4,Questão,"Gestão da experiência do usuário Durante o período medido, a instituição observou melhorias na satisfação das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou melhorias na satisfação das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas?",0,0.0,Satisfação do usuário,48,Resposta única. A. Sim; B. Não (Ir para a questão 49),Alta,
chile,2025,,resultados,Gestão da experiência do usuário,Qual foi o nível de melhorias na satisfação usuária obtido a partir das ações ou iniciativas de inovação? Se respondeu a pergunta anterior.,Qual foi o nível de melhorias na satisfação usuária obtido a partir das ações ou iniciativas de inovação? Se respondeu a pergunta anterior.,4,Questão,Gestão da experiência do usuário Qual foi o nível de melhorias na satisfação usuária obtido a partir das ações ou iniciativas de inovação? Se respondeu a pergunta anterior. Qual foi o nível de melhorias na satisfação usuária obtido a partir das ações ou iniciativas de inovação? Se respondeu a pergunta anterior.,0,0.0,Satisfação do usuário,48.1,Resposta Única.  A. Aumentou em mais de 20 pontos percentuais. B. Aumentou entre 10 e 20 pontos percentuais. C. Aumentou entre 5 e 10 pontos percentuais. D. Aumentou em menos de 5 pontos percentuais.,Baixa,
chile,2025,,resultados,Gestão da experiência do usuário,"Durante o período medido, a instituição observou redução na quantidade de reclamações das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas?","Durante o período medido, a instituição observou redução na quantidade de reclamações das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas?",4,Questão,"Gestão da experiência do usuário Durante o período medido, a instituição observou redução na quantidade de reclamações das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou redução na quantidade de reclamações das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas?",0,0.0,Satisfação do usuário,49,Resposta única. A. Sim; B. Não (Ir para a questão 50),Alta,
chile,2025,,resultados,Gestão da experiência do usuário,Qual foi a faixa de redução das reclamações das pessoas usuárias? Se respondeu a pergunta anterior.,Qual foi a faixa de redução das reclamações das pessoas usuárias? Se respondeu a pergunta anterior.,4,Questão,Gestão da experiência do usuário Qual foi a faixa de redução das reclamações das pessoas usuárias? Se respondeu a pergunta anterior. Qual foi a faixa de redução das reclamações das pessoas usuárias? Se respondeu a pergunta anterior.,0,0.0,Satisfação do usuário,49.1,Resposta única. A. Mais de 50% B. De 25% a 50% C. Menor que 25%,Baixa,
chile,2025,,resultados,Gestão da experiência do usuário,"Durante o período medido, a instituição observou melhorias na legitimidade ou confiança institucional como resultado das ações ou iniciativas de inovação implementadas?","Durante o período medido, a instituição observou melhorias na legitimidade ou confiança institucional como resultado das ações ou iniciativas de inovação implementadas?",4,Questão,"Gestão da experiência do usuário Durante o período medido, a instituição observou melhorias na legitimidade ou confiança institucional como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou melhorias na legitimidade ou confiança institucional como resultado das ações ou iniciativas de inovação implementadas?",0,0.0,Legitimidade e confiança,50,Resposta única. A. Sim; B. Não (Ir para a questão 52),Média,
chile,2025,,resultados,Gestão da experiência do usuário,Quais foram as melhorias obtidas na legitimidade ou confiança institucional a partir das ações ou iniciativas de inovação? Se responde a pergunta 50.,Quais foram as melhorias obtidas na legitimidade ou confiança institucional a partir das ações ou iniciativas de inovação? Se responde a pergunta 50.,4,Questão,Gestão da experiência do usuário Quais foram as melhorias obtidas na legitimidade ou confiança institucional a partir das ações ou iniciativas de inovação? Se responde a pergunta 50. Quais foram as melhorias obtidas na legitimidade ou confiança institucional a partir das ações ou iniciativas de inovação? Se responde a pergunta 50.,0,0.0,Legitimidade e confiança,50.1,"Marque todas as opções correspondentes. A. Melhorias na validação e respaldo à instituição. B. Melhorias na confiança do usuário em relação à instituição. C. Melhorias na validação e respaldo de um produto ou serviço. D. Melhorias na confiança do usuário sobre um produto ou serviço. E. Outra(s), qual(is)? Marque todas as opções correspondentes.",Baixa,
chile,2025,,resultados,Gestão da experiência do usuário,"Durante o período de medição, a instituição recebeu algum tipo de validação ou reconhecimento externo relacionado à legitimidade ou confiança devido a ações e iniciativas de inovação?","Durante o período de medição, a instituição recebeu algum tipo de validação ou reconhecimento externo relacionado à legitimidade ou confiança devido a ações e iniciativas de inovação?",4,Questão,"Gestão da experiência do usuário Durante o período de medição, a instituição recebeu algum tipo de validação ou reconhecimento externo relacionado à legitimidade ou confiança devido a ações e iniciativas de inovação? Durante o período de medição, a instituição recebeu algum tipo de validação ou reconhecimento externo relacionado à legitimidade ou confiança devido a ações e iniciativas de inovação?",0,0.0,Legitimidade e confiança,51,Resposta única. A. Sim; B. Não,Méida,
chile,2025,,resultados,Gestão da experiência do usuário,"Durante o período de medição, a instituição melhorou o entendimento das pessoas usuárias sobre seus produtos ou serviços como resultado das ações ou iniciativas de inovação?","Durante o período de medição, a instituição melhorou o entendimento das pessoas usuárias sobre seus produtos ou serviços como resultado das ações ou iniciativas de inovação?",4,Questão,"Gestão da experiência do usuário Durante o período de medição, a instituição melhorou o entendimento das pessoas usuárias sobre seus produtos ou serviços como resultado das ações ou iniciativas de inovação? Durante o período de medição, a instituição melhorou o entendimento das pessoas usuárias sobre seus produtos ou serviços como resultado das ações ou iniciativas de inovação?",0,0.0,Compreensão e utilidade,52,Resposta única. A. Sim; B. Não (Ir para a questão 53),Média,
chile,2025,,resultados,Gestão da experiência do usuário,Quais foram os efeitos no entendimento das pessoas usuárias obtidos a partir das ações ou iniciativas de inovação?  Se respondeu a pergunta anterior.,Quais foram os efeitos no entendimento das pessoas usuárias obtidos a partir das ações ou iniciativas de inovação?  Se respondeu a pergunta anterior.,4,Questão,Gestão da experiência do usuário Quais foram os efeitos no entendimento das pessoas usuárias obtidos a partir das ações ou iniciativas de inovação?  Se respondeu a pergunta anterior. Quais foram os efeitos no entendimento das pessoas usuárias obtidos a partir das ações ou iniciativas de inovação?  Se respondeu a pergunta anterior.,0,0.0,Compreensão e utilidade,52.1,"Marque todas as opções correspondentes. A. Melhorou-se a clareza da linguagem utilizada na informação do serviço ou produto. B. Melhorou-se a organização da apresentação ou estrutura da informação, facilitando sua compreensão. C. Melhoraram-se os apoios, incorporando novos formatos (infográficos, vídeos, exemplos). D. Outros, qual(is)? Marque todas as opções correspondentes.",Baixa,
chile,2025,,resultados,Gestão da experiência do usuário,"Durante o período de medição, a instituição melhorou a facilidade de uso de seus produtos ou serviços como resultado das ações ou iniciativas de inovação?","Durante o período de medição, a instituição melhorou a facilidade de uso de seus produtos ou serviços como resultado das ações ou iniciativas de inovação?",4,Questão,"Gestão da experiência do usuário Durante o período de medição, a instituição melhorou a facilidade de uso de seus produtos ou serviços como resultado das ações ou iniciativas de inovação? Durante o período de medição, a instituição melhorou a facilidade de uso de seus produtos ou serviços como resultado das ações ou iniciativas de inovação?",0,0.0,Compreensão e utilidade,53,Resposta única. A. Sim; B. Não (Ir para a questão 54),Média,
chile,2025,,resultados,Gestão da experiência do usuário,Qual foi o efeito na facilidade de uso obtido a partir das ações ou iniciativas de inovação?,Qual foi o efeito na facilidade de uso obtido a partir das ações ou iniciativas de inovação?,4,Questão,Gestão da experiência do usuário Qual foi o efeito na facilidade de uso obtido a partir das ações ou iniciativas de inovação? Qual foi o efeito na facilidade de uso obtido a partir das ações ou iniciativas de inovação?,0,0.0,Compreensão e utilidade,53.1,"Marque todas as opções correspondentes. A. Diminuiu o número de passos necessários para acessar o serviço ou produto. B. Simplificaram-se os requisitos ou formulários para acessar o serviço ou produto. C. Melhorou-se a orientação com guias de uso ou ajudas interativas. D. Outro(s), qual(is)? Marque todas as opções correspondentes.",Baixa,
chile,2025,,resultados,Gestão da experiência do usuário,"Durante o período de medição, a instituição melhorou o cumprimento do objetivo de seus produtos ou serviços como resultado das ações ou iniciativas de inovação?","Durante o período de medição, a instituição melhorou o cumprimento do objetivo de seus produtos ou serviços como resultado das ações ou iniciativas de inovação?",4,Questão,"Gestão da experiência do usuário Durante o período de medição, a instituição melhorou o cumprimento do objetivo de seus produtos ou serviços como resultado das ações ou iniciativas de inovação? Durante o período de medição, a instituição melhorou o cumprimento do objetivo de seus produtos ou serviços como resultado das ações ou iniciativas de inovação?",0,0.0,Compreensão e utilidade,54,Resposta única. A. Sim; B. Não (Ir para a questão 55),Baixa,
chile,2025,,resultados,Gestão da experiência do usuário,Quais foram os efeitos no cumprimento dos objetivos de seus produtos ou serviços obtidos a partir das ações ou iniciativas de inovação?,Quais foram os efeitos no cumprimento dos objetivos de seus produtos ou serviços obtidos a partir das ações ou iniciativas de inovação?,4,Questão,Gestão da experiência do usuário Quais foram os efeitos no cumprimento dos objetivos de seus produtos ou serviços obtidos a partir das ações ou iniciativas de inovação? Quais foram os efeitos no cumprimento dos objetivos de seus produtos ou serviços obtidos a partir das ações ou iniciativas de inovação?,0,0.0,Compreensão e utilidade,54.1,"Marque todas as opções correspondentes. A. Aumentou a taxa de resolução bem-sucedida das solicitações. B. Diminuiu a proporção de trâmites inconclusos ou rejeitados. C. Reduziram-se os tempos médios para que os usuários concluíssem o uso do serviço ou produto. D. Outros, qual(is)? Marque todas as opções correspondentes.",Baixa,
chile,2025,,resultados,Transformação organizacional,"Durante o período de medição, a instituição melhorou o comprometimento das pessoas funcionárias como resultado das ações ou iniciativas de inovação? escala de ponderação","Durante o período de medição, a instituição melhorou o comprometimento das pessoas funcionárias como resultado das ações ou iniciativas de inovação? escala de ponderação",4,Questão,"Transformação organizacional Durante o período de medição, a instituição melhorou o comprometimento das pessoas funcionárias como resultado das ações ou iniciativas de inovação? escala de ponderação Durante o período de medição, a instituição melhorou o comprometimento das pessoas funcionárias como resultado das ações ou iniciativas de inovação? escala de ponderação",0,0.0,Satisfação dos funcionários,55,Resposta única. A. Sim; B. Não (Ir para a questão 56),Baixa,
chile,2025,,resultados,Transformação organizacional,Quais foram os efeitos no comprometimento das pessoas funcionárias obtidos a partir das ações ou iniciativas de inovação?,Quais foram os efeitos no comprometimento das pessoas funcionárias obtidos a partir das ações ou iniciativas de inovação?,4,Questão,Transformação organizacional Quais foram os efeitos no comprometimento das pessoas funcionárias obtidos a partir das ações ou iniciativas de inovação? Quais foram os efeitos no comprometimento das pessoas funcionárias obtidos a partir das ações ou iniciativas de inovação?,0,0.0,Satisfação dos funcionários,55.1,"Marque todas as opções correspondentes. A. Aumento da participação voluntária em atividades estratégicas ou de melhoria institucional. B. Aumento da confiança dos funcionários na gestão institucional. C. Maior disposição para colaborar em processos de mudança ou redesenho. D. Outros, qual(is)? Marque todas as opções correspondentes.",Baixa,
chile,2025,,resultados,Transformação organizacional,"Durante o período de medição, a instituição melhorou a colaboração entre as pessoas funcionárias como resultado das ações ou iniciativas de inovação?","Durante o período de medição, a instituição melhorou a colaboração entre as pessoas funcionárias como resultado das ações ou iniciativas de inovação?",4,Questão,"Transformação organizacional Durante o período de medição, a instituição melhorou a colaboração entre as pessoas funcionárias como resultado das ações ou iniciativas de inovação? Durante o período de medição, a instituição melhorou a colaboração entre as pessoas funcionárias como resultado das ações ou iniciativas de inovação?",0,0.0,Satisfação dos funcionários,56,Resposta única. A. Sim; B. Não (Ir para a questão 57),Baixa,
chile,2025,,resultados,Transformação organizacional,Quais efeitos foram observados na colaboração entre as pessoas funcionárias a partir das ações ou iniciativas de inovação?,Quais efeitos foram observados na colaboração entre as pessoas funcionárias a partir das ações ou iniciativas de inovação?,4,Questão,Transformação organizacional Quais efeitos foram observados na colaboração entre as pessoas funcionárias a partir das ações ou iniciativas de inovação? Quais efeitos foram observados na colaboração entre as pessoas funcionárias a partir das ações ou iniciativas de inovação?,0,0.0,Satisfação dos funcionários,56.1,"Marque todas as opções correspondentes. A. Criação de equipes interáreas ou interfuncionais para enfrentar desafios. B. Maior presença de dinâmicas de colaboração entre níveis hierárquicos. C. Maior uso de ferramentas para trabalho colaborativo. D. Outros, qual(is)?",Baixa,
chile,2025,,resultados,Transformação organizacional,"Durante o período medido, a instituição melhorou a satisfação das pessoas funcionárias como resultado das ações ou iniciativas de inovação?","Durante o período medido, a instituição melhorou a satisfação das pessoas funcionárias como resultado das ações ou iniciativas de inovação?",4,Questão,"Transformação organizacional Durante o período medido, a instituição melhorou a satisfação das pessoas funcionárias como resultado das ações ou iniciativas de inovação? Durante o período medido, a instituição melhorou a satisfação das pessoas funcionárias como resultado das ações ou iniciativas de inovação?",0,0.0,Satisfação dos funcionários,57,Resposta única. A. Sim; B. Não (Ir para a questão 57),Baixa,
chile,2025,,resultados,Transformação organizacional,Quais efeitos foram observados na satisfação das pessoas funcionárias a partir das ações ou iniciativas de inovação?,Quais efeitos foram observados na satisfação das pessoas funcionárias a partir das ações ou iniciativas de inovação?,4,Questão,Transformação organizacional Quais efeitos foram observados na satisfação das pessoas funcionárias a partir das ações ou iniciativas de inovação? Quais efeitos foram observados na satisfação das pessoas funcionárias a partir das ações ou iniciativas de inovação?,0,0.0,Satisfação dos funcionários,57.1,"Marque todas as opções correspondentes. A. Aumento da motivação com as tarefas institucionais. B. Melhoria no ambiente de trabalho e nas dinâmicas de trabalho em equipe. C. Maior disposição a participar de processos de mudança. D. Redução das resistências ao uso de novas ferramentas ou metodologias. E. Aumento da percepção de reconhecimento pelo trabalho realizado. D. Outros, qual(is)?",Baixa,
chile,2025,,resultados,Gestão da experiência do usuário,"Durante o período medido, a instituição observou efeitos na cultura organizacional como resultado das ações ou iniciativas de inovação implementadas?","Durante o período medido, a instituição observou efeitos na cultura organizacional como resultado das ações ou iniciativas de inovação implementadas?",4,Questão,"Gestão da experiência do usuário Durante o período medido, a instituição observou efeitos na cultura organizacional como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou efeitos na cultura organizacional como resultado das ações ou iniciativas de inovação implementadas?",0,0.0,Cultura da inovação,58,Resposta única. A. Sim; B. Não (Ir para a questão 59),Baixa,
chile,2025,,resultados,Transformação organizacional,Quais efeitos foram observados na abertura institucional à mudança após a implementação de ações ou iniciativas de inovação,Quais efeitos foram observados na abertura institucional à mudança após a implementação de ações ou iniciativas de inovação,4,Questão,Transformação organizacional Quais efeitos foram observados na abertura institucional à mudança após a implementação de ações ou iniciativas de inovação Quais efeitos foram observados na abertura institucional à mudança após a implementação de ações ou iniciativas de inovação,0,0.0,Cultura da inovação,58.1,"Marque todas as opções correspondentes. A. Maior disposição das equipes para participar de redesenhos ou melhorias de processos, produtos ou serviços. B. Aumento no número de propostas inovadoras levantadas por equipes internas. C. Criação de espaços ou rotinas para explorar novas soluções ou enfoques. D. Outros, qual(is)? E. Nenhuma das anteriores.",Baixa,
chile,2025,,resultados,Transformação organizacional,Quais efeitos foram observados na criatividade institucional após a implementação de ações de inovação?,Quais efeitos foram observados na criatividade institucional após a implementação de ações de inovação?,4,Questão,Transformação organizacional Quais efeitos foram observados na criatividade institucional após a implementação de ações de inovação? Quais efeitos foram observados na criatividade institucional após a implementação de ações de inovação?,0,0.0,Cultura da inovação,58.2,"Marque todas as opções correspondentes. A. Aumentou a geração de novas ideias ou propostas para melhorar processos, serviços ou produtos. B. Aumentou o desenvolvimento de protótipos de solução. C. Aumentaram os mecanismos de abertura e criatividade, como concursos internos de inovação. D. Outros, qual(is)? E. Nenhuma das anteriores.",Média,
chile,2025,,resultados,Transformação organizacional,Quais efeitos foram observados em relação ao uso de novas metodologias pelas pessoas funcionárias após a implementação de ações ou iniciativas de inovação? Se respondeu a pregunta 58,Quais efeitos foram observados em relação ao uso de novas metodologias pelas pessoas funcionárias após a implementação de ações ou iniciativas de inovação? Se respondeu a pregunta 58,4,Questão,Transformação organizacional Quais efeitos foram observados em relação ao uso de novas metodologias pelas pessoas funcionárias após a implementação de ações ou iniciativas de inovação? Se respondeu a pregunta 58 Quais efeitos foram observados em relação ao uso de novas metodologias pelas pessoas funcionárias após a implementação de ações ou iniciativas de inovação? Se respondeu a pregunta 58,0,0.0,Cultura da inovação,58.3,"Marque todas as opções correspondentes. A. Aumento de pessoas funcionárias treinadas em novas metodologias. B. Maior presença de ciclos para investigação de problemas complexos. C. Maior diversidade de perfis envolvidos nas ações ou iniciativas de inovação. D. Outros, qual(is)? E. Nenhuma das anteriores.",Média,
chile,2025,,resultados,Transformação organizacional,"Durante o período medido, a instituição observou efeitos nas lideranças como resultado das ações ou iniciativas de inovação implementadas?","Durante o período medido, a instituição observou efeitos nas lideranças como resultado das ações ou iniciativas de inovação implementadas?",4,Questão,"Transformação organizacional Durante o período medido, a instituição observou efeitos nas lideranças como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou efeitos nas lideranças como resultado das ações ou iniciativas de inovação implementadas?",0,0.0,Surgimento de liderança,59,Resposta única. A. Sim; B. Não,Média,
chile,2025,,resultados,Transformação organizacional,Quais efeitos foram observados nas lideranças novas ou existentes após a implementação de ações ou iniciativas de inovação?,Quais efeitos foram observados nas lideranças novas ou existentes após a implementação de ações ou iniciativas de inovação?,4,Questão,Transformação organizacional Quais efeitos foram observados nas lideranças novas ou existentes após a implementação de ações ou iniciativas de inovação? Quais efeitos foram observados nas lideranças novas ou existentes após a implementação de ações ou iniciativas de inovação?,0,0.0,Surgimento de liderança,59.1,"Marque todas as opções correspondentes. A. Maior envolvimento das pessoas em iniciativas de mudança. B. Maior dinamismo na implementação de melhorias. C. Maior replicabilidade de práticas ou ferramentas promovidas pelas lideranças. D. Outros, qual(is)?",Média,
